Data,ID,Região,ID do produto,Categoria,Pontos,Column1
11/27/2019,C118,SUL,094714157-X,Smartphones e Tablets,942,11
10/15/2019,C102,SE,847676762-5,Produtos para o negócio,208,10
11/21/2019,C111,NO,281914369-5,Produtos para o negócio,155,11
4/10/2019,C188,NE,542176934-8,Cozinha,157,4
3/31/2019,C221,CO,094714157-X,Smartphones e Tablets,805,3
5/24/2019,C234,SUL,281914369-5,Produtos para o negócio,269,5
6/12/2019,C037,SE,788959641-3,Smartphones e Tablets,289,6
9/27/2019,C031,SUL,542176934-8,Cozinha,25,9
9/10/2019,C053,NO,281914369-5,Produtos para o negócio,631,9
10/10/2019,C085,CO,271951398-9,Produtos para o negócio,779,10
5/18/2019,C140,NO,788959641-3,Smartphones e Tablets,997,5
12/16/2019,C032,SUL,788959641-3,Smartphones e Tablets,261,12
3/28/2019,C233,SUL,949632246-8,Cozinha,938,3
10/10/2019,C119,NO,542176934-8,Cozinha,986,10
9/23/2019,C223,SUL,542176934-8,Cozinha,180,9
2/11/2019,C079,SE,733547075-7,Cozinha,599,2
5/28/2019,C054,NO,782417101-9,Produtos para o negócio,618,5
8/19/2019,C039,CO,733547075-7,Cozinha,106,8
5/1/2019,C015,NE,847676762-5,Produtos para o negócio,745,5
1/5/2019,C017,SE,094714157-X,Smartphones e Tablets,475,1
10/28/2019,C007,NE,542176934-8,Cozinha,449,10
4/6/2019,C164,NE,542176934-8,Cozinha,522,4
1/6/2019,C015,NE,094714157-X,Smartphones e Tablets,993,1
6/27/2019,C003,NO,271951398-9,Produtos para o negócio,384,6
1/26/2019,C154,SUL,733547075-7,Cozinha,965,1
10/5/2019,C257,NE,733547075-7,Cozinha,449,10
1/20/2019,C036,SUL,788959641-3,Smartphones e Tablets,953,1
1/10/2019,C158,CO,094714157-X,Smartphones e Tablets,552,1
9/25/2019,C153,NE,788959641-3,Smartphones e Tablets,572,9
3/4/2019,C247,CO,542176934-8,Cozinha,564,3
11/14/2019,C175,SE,847676762-5,Produtos para o negócio,122,11
9/4/2019,C008,SE,941254104-X,Smartphones e Tablets,824,9
9/29/2019,C128,CO,949632246-8,Cozinha,772,9
7/6/2019,C234,SUL,949632246-8,Cozinha,101,7
12/27/2019,C015,NE,542176934-8,Cozinha,370,12
3/4/2019,C098,SUL,941254104-X,Smartphones e Tablets,809,3
12/17/2019,C037,SE,094714157-X,Smartphones e Tablets,844,12
1/7/2019,C034,NE,847676762-5,Produtos para o negócio,54,1
3/30/2019,C255,SUL,782417101-9,Produtos para o negócio,247,3
4/30/2019,C257,NE,847676762-5,Produtos para o negócio,254,4
12/28/2019,C150,CO,949632246-8,Cozinha,622,12
9/8/2019,C105,CO,782417101-9,Produtos para o negócio,740,9
3/22/2019,C198,NE,949632246-8,Cozinha,336,3
9/9/2019,C025,SUL,281914369-5,Produtos para o negócio,660,9
4/8/2019,C016,SE,542176934-8,Cozinha,569,4
1/8/2019,C167,NO,542176934-8,Cozinha,586,1
12/23/2019,C042,NO,949632246-8,Cozinha,998,12
5/30/2019,C207,CO,281914369-5,Produtos para o negócio,270,5
5/22/2019,C133,CO,949632246-8,Cozinha,136,5
1/18/2019,C261,SUL,281914369-5,Produtos para o negócio,74,1
12/22/2019,C077,SUL,271951398-9,Produtos para o negócio,366,12
5/28/2019,C014,SE,847676762-5,Produtos para o negócio,88,5
9/5/2019,C252,SE,949632246-8,Cozinha,293,9
8/7/2019,C026,SUL,949632246-8,Cozinha,32,8
4/21/2019,C213,NO,094714157-X,Smartphones e Tablets,428,4
9/24/2019,C061,NO,782417101-9,Produtos para o negócio,342,9
1/12/2019,C127,CO,949632246-8,Cozinha,419,1
10/22/2019,C155,SE,094714157-X,Smartphones e Tablets,182,10
2/12/2019,C100,NO,542176934-8,Cozinha,606,2
3/24/2019,C166,CO,782417101-9,Produtos para o negócio,131,3
12/26/2019,C058,NO,782417101-9,Produtos para o negócio,334,12
11/19/2019,C227,NE,094714157-X,Smartphones e Tablets,874,11
5/7/2019,C101,SUL,281914369-5,Produtos para o negócio,406,5
5/31/2019,C109,NE,847676762-5,Produtos para o negócio,259,5
1/14/2019,C188,NE,782417101-9,Produtos para o negócio,630,1
2/16/2019,C022,SUL,542176934-8,Cozinha,152,2
8/26/2019,C228,SUL,949632246-8,Cozinha,355,8
8/18/2019,C202,SE,271951398-9,Produtos para o negócio,433,8
3/30/2019,C130,CO,788959641-3,Smartphones e Tablets,287,3
3/14/2019,C124,SUL,788959641-3,Smartphones e Tablets,890,3
8/15/2019,C196,CO,281914369-5,Produtos para o negócio,239,8
6/2/2019,C068,NE,782417101-9,Produtos para o negócio,623,6
1/11/2019,C240,SE,788959641-3,Smartphones e Tablets,435,1
8/18/2019,C211,CO,094714157-X,Smartphones e Tablets,498,8
3/25/2019,C065,SUL,271951398-9,Produtos para o negócio,525,3
3/5/2019,C130,CO,949632246-8,Cozinha,714,3
4/12/2019,C053,NO,542176934-8,Cozinha,501,4
7/31/2019,C047,NE,847676762-5,Produtos para o negócio,510,7
7/14/2019,C168,NE,733547075-7,Cozinha,111,7
1/12/2019,C004,SE,782417101-9,Produtos para o negócio,396,1
8/26/2019,C215,SUL,941254104-X,Smartphones e Tablets,495,8
11/17/2019,C011,NO,788959641-3,Smartphones e Tablets,707,11
8/20/2019,C040,NE,281914369-5,Produtos para o negócio,202,8
1/1/2019,C111,NO,949632246-8,Cozinha,283,1
3/5/2019,C005,CO,271951398-9,Produtos para o negócio,600,3
4/5/2019,C116,NO,949632246-8,Cozinha,363,4
11/16/2019,C054,NO,733547075-7,Cozinha,587,11
5/14/2019,C203,NE,941254104-X,Smartphones e Tablets,334,5
1/23/2019,C180,SE,941254104-X,Smartphones e Tablets,997,1
11/25/2019,C143,SE,941254104-X,Smartphones e Tablets,710,11
4/18/2019,C224,CO,782417101-9,Produtos para o negócio,83,4
4/28/2019,C060,SE,281914369-5,Produtos para o negócio,484,4
10/16/2019,C105,CO,847676762-5,Produtos para o negócio,964,10
3/5/2019,C108,NE,281914369-5,Produtos para o negócio,786,3
5/3/2019,C125,SUL,782417101-9,Produtos para o negócio,164,5
11/12/2019,C246,CO,271951398-9,Produtos para o negócio,532,11
6/9/2019,C205,CO,733547075-7,Cozinha,180,6
9/3/2019,C263,SE,542176934-8,Cozinha,393,9
10/13/2019,C199,NO,542176934-8,Cozinha,1000,10
12/6/2019,C046,SE,542176934-8,Cozinha,286,12
3/31/2019,C014,SE,949632246-8,Cozinha,270,3
6/21/2019,C118,SUL,788959641-3,Smartphones e Tablets,355,6
12/27/2019,C228,SUL,782417101-9,Produtos para o negócio,665,12
10/18/2019,C196,CO,941254104-X,Smartphones e Tablets,919,10
6/19/2019,C233,SUL,094714157-X,Smartphones e Tablets,714,6
8/18/2019,C148,SUL,542176934-8,Cozinha,86,8
4/22/2019,C243,SE,733547075-7,Cozinha,493,4
9/13/2019,C160,SUL,094714157-X,Smartphones e Tablets,699,9
6/3/2019,C121,SE,782417101-9,Produtos para o negócio,887,6
12/26/2019,C162,CO,847676762-5,Produtos para o negócio,296,12
10/21/2019,C182,NO,542176934-8,Cozinha,861,10
10/4/2019,C203,NE,782417101-9,Produtos para o negócio,763,10
11/7/2019,C211,CO,782417101-9,Produtos para o negócio,378,11
2/23/2019,C088,SUL,271951398-9,Produtos para o negócio,72,2
3/20/2019,C143,SE,094714157-X,Smartphones e Tablets,161,3
1/30/2019,C116,NO,949632246-8,Cozinha,354,1
6/22/2019,C096,SE,542176934-8,Cozinha,541,6
10/9/2019,C048,CO,847676762-5,Produtos para o negócio,74,10
2/20/2019,C172,SE,281914369-5,Produtos para o negócio,889,2
3/6/2019,C107,NO,542176934-8,Cozinha,145,3
10/26/2019,C223,SUL,847676762-5,Produtos para o negócio,401,10
1/25/2019,C229,NE,542176934-8,Cozinha,100,1
7/2/2019,C119,NO,847676762-5,Produtos para o negócio,272,7
8/6/2019,C177,CO,949632246-8,Cozinha,904,8
4/24/2019,C073,NO,542176934-8,Cozinha,654,4
7/30/2019,C031,SUL,782417101-9,Produtos para o negócio,822,7
3/30/2019,C090,NO,733547075-7,Cozinha,778,3
10/23/2019,C098,SUL,094714157-X,Smartphones e Tablets,449,10
8/8/2019,C091,CO,949632246-8,Cozinha,66,8
3/6/2019,C177,CO,949632246-8,Cozinha,853,3
4/16/2019,C165,CO,094714157-X,Smartphones e Tablets,250,4
5/11/2019,C231,CO,941254104-X,Smartphones e Tablets,644,5
2/15/2019,C256,SUL,788959641-3,Smartphones e Tablets,944,2
5/10/2019,C155,SE,281914369-5,Produtos para o negócio,933,5
10/2/2019,C195,CO,941254104-X,Smartphones e Tablets,941,10
3/28/2019,C058,NO,281914369-5,Produtos para o negócio,927,3
12/14/2019,C039,CO,271951398-9,Produtos para o negócio,140,12
9/20/2019,C187,SUL,782417101-9,Produtos para o negócio,513,9
5/12/2019,C180,SE,788959641-3,Smartphones e Tablets,146,5
7/19/2019,C187,SUL,281914369-5,Produtos para o negócio,889,7
11/9/2019,C262,NO,733547075-7,Cozinha,899,11
10/7/2019,C125,SUL,094714157-X,Smartphones e Tablets,467,10
3/13/2019,C191,SUL,094714157-X,Smartphones e Tablets,702,3
5/15/2019,C220,NO,733547075-7,Cozinha,175,5
8/23/2019,C030,CO,094714157-X,Smartphones e Tablets,427,8
11/22/2019,C236,NO,733547075-7,Cozinha,163,11
8/16/2019,C098,SUL,094714157-X,Smartphones e Tablets,151,8
12/4/2019,C105,CO,094714157-X,Smartphones e Tablets,578,12
9/21/2019,C039,CO,949632246-8,Cozinha,270,9
9/1/2019,C225,SUL,847676762-5,Produtos para o negócio,668,9
7/2/2019,C147,NO,281914369-5,Produtos para o negócio,749,7
12/12/2019,C242,SE,941254104-X,Smartphones e Tablets,541,12
12/14/2019,C164,NE,847676762-5,Produtos para o negócio,256,12
5/5/2019,C157,CO,271951398-9,Produtos para o negócio,347,5
8/19/2019,C026,SUL,782417101-9,Produtos para o negócio,102,8
5/2/2019,C067,SE,782417101-9,Produtos para o negócio,688,5
9/14/2019,C002,CO,094714157-X,Smartphones e Tablets,537,9
8/15/2019,C134,SE,949632246-8,Cozinha,523,8
6/22/2019,C104,SE,271951398-9,Produtos para o negócio,683,6
1/12/2019,C134,SE,094714157-X,Smartphones e Tablets,774,1
3/9/2019,C017,SE,847676762-5,Produtos para o negócio,931,3
9/2/2019,C035,NO,941254104-X,Smartphones e Tablets,582,9
1/29/2019,C103,CO,542176934-8,Cozinha,957,1
3/10/2019,C043,CO,847676762-5,Produtos para o negócio,803,3
1/14/2019,C108,NE,542176934-8,Cozinha,501,1
5/24/2019,C112,NE,733547075-7,Cozinha,201,5
4/25/2019,C205,CO,782417101-9,Produtos para o negócio,486,4
7/11/2019,C123,SUL,782417101-9,Produtos para o negócio,432,7
2/24/2019,C093,NE,941254104-X,Smartphones e Tablets,339,2
12/7/2019,C074,CO,949632246-8,Cozinha,831,12
4/20/2019,C115,SE,094714157-X,Smartphones e Tablets,375,4
12/28/2019,C023,NO,949632246-8,Cozinha,581,12
9/28/2019,C253,SE,941254104-X,Smartphones e Tablets,692,9
6/15/2019,C076,SUL,542176934-8,Cozinha,563,6
2/12/2019,C039,CO,542176934-8,Cozinha,34,2
8/25/2019,C260,SUL,782417101-9,Produtos para o negócio,379,8
9/6/2019,C107,NO,094714157-X,Smartphones e Tablets,307,9
2/21/2019,C201,NE,733547075-7,Cozinha,29,2
10/8/2019,C144,NE,281914369-5,Produtos para o negócio,80,10
10/24/2019,C151,NO,782417101-9,Produtos para o negócio,250,10
2/1/2019,C139,SE,788959641-3,Smartphones e Tablets,920,2
6/24/2019,C261,SUL,788959641-3,Smartphones e Tablets,703,6
5/14/2019,C086,SE,542176934-8,Cozinha,568,5
6/14/2019,C024,NE,788959641-3,Smartphones e Tablets,328,6
2/16/2019,C176,NO,542176934-8,Cozinha,224,2
10/2/2019,C200,CO,094714157-X,Smartphones e Tablets,499,10
8/8/2019,C181,NO,788959641-3,Smartphones e Tablets,461,8
10/23/2019,C065,SUL,782417101-9,Produtos para o negócio,112,10
2/12/2019,C197,SE,271951398-9,Produtos para o negócio,768,2
11/2/2019,C033,NE,949632246-8,Cozinha,408,11
6/8/2019,C009,NO,949632246-8,Cozinha,278,6
4/25/2019,C032,SUL,271951398-9,Produtos para o negócio,313,4
11/5/2019,C157,CO,788959641-3,Smartphones e Tablets,476,11
3/9/2019,C108,NE,542176934-8,Cozinha,592,3
1/21/2019,C251,SE,281914369-5,Produtos para o negócio,85,1
9/16/2019,C079,SE,733547075-7,Cozinha,56,9
2/21/2019,C137,CO,542176934-8,Cozinha,76,2
2/10/2019,C129,SUL,271951398-9,Produtos para o negócio,644,2
1/31/2019,C100,NO,788959641-3,Smartphones e Tablets,679,1
6/11/2019,C069,SE,847676762-5,Produtos para o negócio,201,6
9/18/2019,C041,SUL,788959641-3,Smartphones e Tablets,973,9
4/21/2019,C078,NO,281914369-5,Produtos para o negócio,89,4
1/10/2019,C023,NO,847676762-5,Produtos para o negócio,105,1
4/27/2019,C005,CO,271951398-9,Produtos para o negócio,50,4
3/24/2019,C136,CO,542176934-8,Cozinha,417,3
8/1/2019,C155,SE,733547075-7,Cozinha,123,8
12/21/2019,C095,NE,271951398-9,Produtos para o negócio,237,12
5/18/2019,C003,NO,281914369-5,Produtos para o negócio,181,5
8/17/2019,C089,SUL,281914369-5,Produtos para o negócio,659,8
12/5/2019,C253,SE,847676762-5,Produtos para o negócio,682,12
7/21/2019,C255,SUL,949632246-8,Cozinha,837,7
1/12/2019,C066,CO,788959641-3,Smartphones e Tablets,625,1
9/19/2019,C174,SUL,847676762-5,Produtos para o negócio,684,9
9/26/2019,C031,SUL,949632246-8,Cozinha,701,9
2/22/2019,C096,SE,094714157-X,Smartphones e Tablets,744,2
6/23/2019,C185,SUL,788959641-3,Smartphones e Tablets,271,6
12/29/2019,C170,NO,847676762-5,Produtos para o negócio,949,12
5/2/2019,C103,CO,788959641-3,Smartphones e Tablets,586,5
4/25/2019,C033,NE,949632246-8,Cozinha,277,4
4/23/2019,C246,CO,094714157-X,Smartphones e Tablets,431,4
9/18/2019,C173,CO,847676762-5,Produtos para o negócio,518,9
10/4/2019,C129,SUL,788959641-3,Smartphones e Tablets,1000,10
7/14/2019,C177,CO,949632246-8,Cozinha,942,7
6/8/2019,C263,SE,733547075-7,Cozinha,813,6
3/28/2019,C156,NO,847676762-5,Produtos para o negócio,325,3
10/1/2019,C141,NE,281914369-5,Produtos para o negócio,914,10
2/15/2019,C057,CO,847676762-5,Produtos para o negócio,485,2
3/12/2019,C153,NE,733547075-7,Cozinha,642,3
8/3/2019,C122,NO,788959641-3,Smartphones e Tablets,802,8
1/15/2019,C083,NE,281914369-5,Produtos para o negócio,819,1
6/20/2019,C252,SE,094714157-X,Smartphones e Tablets,937,6
10/8/2019,C102,SE,788959641-3,Smartphones e Tablets,1000,10
4/19/2019,C057,CO,281914369-5,Produtos para o negócio,723,4
11/8/2019,C210,NE,941254104-X,Smartphones e Tablets,279,11
6/13/2019,C143,SE,941254104-X,Smartphones e Tablets,227,6
10/23/2019,C206,NO,847676762-5,Produtos para o negócio,553,10
6/22/2019,C214,NE,847676762-5,Produtos para o negócio,230,6
9/5/2019,C238,SE,782417101-9,Produtos para o negócio,650,9
3/2/2019,C204,NE,847676762-5,Produtos para o negócio,727,3
5/2/2019,C181,NO,271951398-9,Produtos para o negócio,345,5
2/18/2019,C149,NO,281914369-5,Produtos para o negócio,167,2
4/13/2019,C137,CO,094714157-X,Smartphones e Tablets,190,4
11/20/2019,C145,SUL,782417101-9,Produtos para o negócio,367,11
11/9/2019,C186,SUL,281914369-5,Produtos para o negócio,1000,11
10/9/2019,C185,SUL,094714157-X,Smartphones e Tablets,695,10
12/20/2019,C203,NE,281914369-5,Produtos para o negócio,203,12
3/28/2019,C021,SUL,847676762-5,Produtos para o negócio,694,3
10/19/2019,C142,SE,949632246-8,Cozinha,156,10
3/18/2019,C054,NO,733547075-7,Cozinha,132,3
2/12/2019,C136,CO,788959641-3,Smartphones e Tablets,641,2
9/3/2019,C086,SE,281914369-5,Produtos para o negócio,437,9
2/10/2019,C157,CO,788959641-3,Smartphones e Tablets,941,2
8/26/2019,C233,SUL,941254104-X,Smartphones e Tablets,921,8
11/30/2019,C037,SE,094714157-X,Smartphones e Tablets,857,11
3/5/2019,C188,NE,094714157-X,Smartphones e Tablets,131,3
3/5/2019,C242,SE,281914369-5,Produtos para o negócio,98,3
1/7/2019,C188,NE,941254104-X,Smartphones e Tablets,143,1
5/26/2019,C143,SE,542176934-8,Cozinha,597,5
3/13/2019,C024,NE,782417101-9,Produtos para o negócio,104,3
12/6/2019,C075,SE,788959641-3,Smartphones e Tablets,875,12
7/16/2019,C103,CO,733547075-7,Cozinha,872,7
9/18/2019,C113,NE,941254104-X,Smartphones e Tablets,267,9
11/15/2019,C240,SE,782417101-9,Produtos para o negócio,678,11
4/15/2019,C165,CO,733547075-7,Cozinha,653,4
7/24/2019,C050,NE,941254104-X,Smartphones e Tablets,235,7
8/16/2019,C213,NO,949632246-8,Cozinha,451,8
6/22/2019,C187,SUL,949632246-8,Cozinha,648,6
9/30/2019,C175,SE,281914369-5,Produtos para o negócio,403,9
8/21/2019,C004,SE,941254104-X,Smartphones e Tablets,281,8
4/12/2019,C202,SE,782417101-9,Produtos para o negócio,703,4
2/9/2019,C209,NO,949632246-8,Cozinha,922,2
4/20/2019,C209,NO,941254104-X,Smartphones e Tablets,659,4
11/8/2019,C196,CO,271951398-9,Produtos para o negócio,456,11
3/27/2019,C126,NE,542176934-8,Cozinha,546,3
9/2/2019,C051,SUL,949632246-8,Cozinha,542,9
7/29/2019,C059,NE,094714157-X,Smartphones e Tablets,670,7
5/29/2019,C212,CO,782417101-9,Produtos para o negócio,126,5
9/18/2019,C127,CO,733547075-7,Cozinha,709,9
1/20/2019,C231,CO,847676762-5,Produtos para o negócio,816,1
3/16/2019,C099,SE,733547075-7,Cozinha,748,3
6/7/2019,C001,CO,094714157-X,Smartphones e Tablets,378,6
2/17/2019,C046,SE,094714157-X,Smartphones e Tablets,693,2
8/3/2019,C050,NE,782417101-9,Produtos para o negócio,850,8
7/2/2019,C137,CO,788959641-3,Smartphones e Tablets,936,7
1/30/2019,C156,NO,847676762-5,Produtos para o negócio,169,1
11/2/2019,C159,CO,782417101-9,Produtos para o negócio,500,11
10/7/2019,C148,SUL,941254104-X,Smartphones e Tablets,205,10
4/25/2019,C174,SUL,782417101-9,Produtos para o negócio,896,4
11/5/2019,C162,CO,542176934-8,Cozinha,572,11
3/1/2019,C121,SE,271951398-9,Produtos para o negócio,653,3
3/5/2019,C126,NE,847676762-5,Produtos para o negócio,812,3
3/13/2019,C181,NO,847676762-5,Produtos para o negócio,50,3
2/24/2019,C122,NO,733547075-7,Cozinha,438,2
8/30/2019,C096,SE,542176934-8,Cozinha,491,8
9/14/2019,C172,SE,788959641-3,Smartphones e Tablets,300,9
10/11/2019,C200,CO,941254104-X,Smartphones e Tablets,906,10
2/27/2019,C193,NO,949632246-8,Cozinha,151,2
8/22/2019,C096,SE,094714157-X,Smartphones e Tablets,635,8
1/3/2019,C131,NO,782417101-9,Produtos para o negócio,295,1
5/29/2019,C249,SE,733547075-7,Cozinha,858,5
11/15/2019,C071,NO,281914369-5,Produtos para o negócio,726,11
11/28/2019,C187,SUL,782417101-9,Produtos para o negócio,804,11
3/15/2019,C217,NO,782417101-9,Produtos para o negócio,239,3
1/23/2019,C031,SUL,542176934-8,Cozinha,906,1
6/14/2019,C140,NO,542176934-8,Cozinha,205,6
10/25/2019,C228,SUL,949632246-8,Cozinha,800,10
10/25/2019,C212,CO,281914369-5,Produtos para o negócio,288,10
6/17/2019,C022,SUL,941254104-X,Smartphones e Tablets,890,6
10/12/2019,C035,NO,542176934-8,Cozinha,110,10
7/1/2019,C205,CO,788959641-3,Smartphones e Tablets,780,7
12/30/2019,C043,CO,949632246-8,Cozinha,528,12
6/22/2019,C263,SE,542176934-8,Cozinha,854,6
4/26/2019,C185,SUL,847676762-5,Produtos para o negócio,370,4
5/28/2019,C103,CO,733547075-7,Cozinha,773,5
12/19/2019,C164,NE,788959641-3,Smartphones e Tablets,444,12
10/3/2019,C257,NE,281914369-5,Produtos para o negócio,694,10
2/28/2019,C247,CO,094714157-X,Smartphones e Tablets,378,2
1/22/2019,C108,NE,949632246-8,Cozinha,452,1
9/18/2019,C166,CO,094714157-X,Smartphones e Tablets,583,9
8/22/2019,C002,CO,782417101-9,Produtos para o negócio,49,8
5/17/2019,C250,CO,271951398-9,Produtos para o negócio,294,5
1/27/2019,C085,CO,782417101-9,Produtos para o negócio,132,1
12/18/2019,C077,SUL,733547075-7,Cozinha,554,12
4/11/2019,C020,SUL,271951398-9,Produtos para o negócio,404,4
7/28/2019,C220,NO,281914369-5,Produtos para o negócio,634,7
6/1/2019,C172,SE,733547075-7,Cozinha,49,6
5/13/2019,C154,SUL,788959641-3,Smartphones e Tablets,202,5
1/7/2019,C149,NO,782417101-9,Produtos para o negócio,565,1
9/29/2019,C131,NO,941254104-X,Smartphones e Tablets,134,9
12/7/2019,C131,NO,782417101-9,Produtos para o negócio,864,12
12/15/2019,C212,CO,733547075-7,Cozinha,57,12
1/29/2019,C238,SE,733547075-7,Cozinha,232,1
5/4/2019,C195,CO,271951398-9,Produtos para o negócio,737,5
2/7/2019,C070,NE,788959641-3,Smartphones e Tablets,491,2
11/8/2019,C072,SE,281914369-5,Produtos para o negócio,59,11
5/25/2019,C114,CO,733547075-7,Cozinha,873,5
7/29/2019,C153,NE,271951398-9,Produtos para o negócio,61,7
1/22/2019,C187,SUL,949632246-8,Cozinha,983,1
3/24/2019,C078,NO,782417101-9,Produtos para o negócio,494,3
10/19/2019,C150,CO,733547075-7,Cozinha,956,10
1/17/2019,C220,NO,782417101-9,Produtos para o negócio,802,1
11/8/2019,C051,SUL,949632246-8,Cozinha,937,11
6/24/2019,C090,NO,542176934-8,Cozinha,230,6
5/21/2019,C049,SUL,949632246-8,Cozinha,258,5
7/10/2019,C251,SE,281914369-5,Produtos para o negócio,751,7
12/23/2019,C052,SE,941254104-X,Smartphones e Tablets,911,12
9/16/2019,C140,NO,733547075-7,Cozinha,106,9
2/27/2019,C068,NE,733547075-7,Cozinha,489,2
1/18/2019,C019,SE,281914369-5,Produtos para o negócio,719,1
2/9/2019,C025,SUL,094714157-X,Smartphones e Tablets,251,2
6/4/2019,C083,NE,281914369-5,Produtos para o negócio,681,6
12/5/2019,C195,CO,788959641-3,Smartphones e Tablets,286,12
4/5/2019,C100,NO,941254104-X,Smartphones e Tablets,935,4
2/27/2019,C041,SUL,847676762-5,Produtos para o negócio,45,2
6/21/2019,C113,NE,542176934-8,Cozinha,219,6
6/12/2019,C191,SUL,941254104-X,Smartphones e Tablets,252,6
12/19/2019,C174,SUL,094714157-X,Smartphones e Tablets,634,12
7/4/2019,C218,NE,949632246-8,Cozinha,443,7
4/7/2019,C030,CO,788959641-3,Smartphones e Tablets,783,4
10/18/2019,C219,SE,271951398-9,Produtos para o negócio,395,10
12/24/2019,C038,SE,847676762-5,Produtos para o negócio,829,12
7/15/2019,C062,SUL,788959641-3,Smartphones e Tablets,185,7
3/22/2019,C143,SE,782417101-9,Produtos para o negócio,824,3
1/13/2019,C216,SE,782417101-9,Produtos para o negócio,763,1
3/10/2019,C153,NE,271951398-9,Produtos para o negócio,465,3
5/24/2019,C253,SE,271951398-9,Produtos para o negócio,287,5
